1.000000000000000000e+00	1.000000000000000000e+00	9.879999999999999893e-01	6.740000000000000435e-01	3.200000000000000067e-01	1.280000000000000027e-01	8.799999999999999489e-02	5.000000000000000278e-02	2.999999999999999889e-02	3.599999999999999728e-02
1.000000000000000000e+00	9.600000000000000200e-02	1.200000000000000025e-02	2.000000000000000042e-03	4.000000000000000083e-03	8.000000000000000167e-03	1.000000000000000021e-02	2.000000000000000042e-03	4.000000000000000083e-03	2.000000000000000042e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.040000000000000258e-01	6.400000000000000133e-01	3.599999999999999867e-01	2.059999999999999887e-01	1.239999999999999991e-01	8.599999999999999312e-02	5.199999999999999761e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	7.459999999999999964e-01	3.160000000000000031e-01	1.140000000000000041e-01	5.000000000000000278e-02	3.599999999999999728e-02	2.400000000000000050e-02	1.400000000000000029e-02
5.199999999999999761e-02	2.999999999999999889e-02	8.000000000000000167e-03	1.200000000000000025e-02	2.000000000000000042e-03	8.000000000000000167e-03	4.000000000000000083e-03	8.000000000000000167e-03	2.000000000000000042e-03	2.000000000000000042e-03
1.000000000000000000e+00	1.000000000000000000e+00	3.579999999999999849e-01	9.400000000000000022e-02	3.799999999999999906e-02	3.599999999999999728e-02	1.400000000000000029e-02	1.000000000000000021e-02	2.000000000000000042e-02	2.000000000000000042e-03
1.000000000000000000e+00	1.700000000000000122e-01	1.000000000000000021e-02	0.000000000000000000e+00	2.000000000000000042e-03	4.000000000000000083e-03	2.000000000000000042e-03	4.000000000000000083e-03	4.000000000000000083e-03	6.000000000000000125e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.060000000000000275e-01	7.299999999999999822e-01	4.319999999999999951e-01	2.879999999999999782e-01	2.220000000000000029e-01	1.580000000000000016e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.399999999999999467e-01	5.719999999999999529e-01	2.059999999999999887e-01	9.199999999999999845e-02	7.199999999999999456e-02	4.399999999999999745e-02	3.599999999999999728e-02	2.199999999999999872e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.959999999999999964e-01	9.619999999999999662e-01	8.780000000000000027e-01	7.059999999999999609e-01	5.979999999999999760e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.879999999999999893e-01	6.380000000000000115e-01	2.879999999999999782e-01	8.999999999999999667e-02	4.399999999999999745e-02	2.999999999999999889e-02	2.599999999999999881e-02	8.000000000000000167e-03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.000000000000000104e-03	0.000000000000000000e+00	0.000000000000000000e+00
