1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.519999999999999796e-01	5.280000000000000249e-01	2.459999999999999964e-01	1.600000000000000033e-01	1.079999999999999988e-01	7.399999999999999634e-02	5.600000000000000117e-02
1.000000000000000000e+00	1.200000000000000025e-02	2.000000000000000042e-03	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000083e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.000000000000000042e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.819999999999999840e-01	7.580000000000000071e-01	4.779999999999999805e-01	2.640000000000000124e-01	1.819999999999999951e-01	1.360000000000000098e-01	7.399999999999999634e-02
1.000000000000000000e+00	1.000000000000000000e+00	9.979999999999999982e-01	8.739999999999999991e-01	4.839999999999999858e-01	2.399999999999999911e-01	1.280000000000000027e-01	5.999999999999999778e-02	4.200000000000000261e-02	2.800000000000000058e-02
6.400000000000000133e-02	3.799999999999999906e-02	2.599999999999999881e-02	2.000000000000000042e-03	2.000000000000000042e-03	2.000000000000000042e-03	2.000000000000000042e-03	4.000000000000000083e-03	0.000000000000000000e+00	2.000000000000000042e-03
1.000000000000000000e+00	1.000000000000000000e+00	5.959999999999999742e-01	1.799999999999999933e-01	7.399999999999999634e-02	2.999999999999999889e-02	2.599999999999999881e-02	1.200000000000000025e-02	4.000000000000000083e-03	4.000000000000000083e-03
1.400000000000000133e-01	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000083e-03	0.000000000000000000e+00	4.000000000000000083e-03	0.000000000000000000e+00	2.000000000000000042e-03	0.000000000000000000e+00	4.000000000000000083e-03
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.519999999999999574e-01	8.219999999999999529e-01	5.919999999999999707e-01	4.500000000000000111e-01	2.740000000000000213e-01	1.519999999999999962e-01
1.000000000000000000e+00	1.000000000000000000e+00	9.879999999999999893e-01	7.520000000000000018e-01	4.159999999999999809e-01	1.519999999999999962e-01	8.799999999999999489e-02	6.199999999999999956e-02	3.200000000000000067e-02	2.599999999999999881e-02
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.979999999999999982e-01	9.899999999999999911e-01	9.280000000000000471e-01	8.519999999999999796e-01
1.000000000000000000e+00	1.000000000000000000e+00	8.739999999999999991e-01	1.719999999999999862e-01	2.400000000000000050e-02	4.000000000000000083e-03	8.000000000000000167e-03	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000083e-03
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.000000000000000104e-03	0.000000000000000000e+00	0.000000000000000000e+00
